113.461447,22.889928
113.613282,22.779729
113.556072,22.800363
113.556144,22.8005
113.556405,22.801296
113.55618,22.800568
113.55627,22.80078
113.556304,22.800849
113.555929,22.80743
113.556475,22.801419
113.556504,22.800209
113.555892,22.80049
113.556438,22.800778
113.555955,22.799828
113.556126,22.800155
113.556212,22.800443
113.556143,22.800825
113.556428,22.801337
113.556452,22.801378
113.556311,22.801131
113.555581,22.800635
113.555602,22.800905
113.55519,22.800802
113.556876,22.800872
113.556381,22.801254
113.556264,22.801048
113.556126,22.800292
113.555862,22.800253
113.555842,22.80024
113.555882,22.800266
113.555371,22.800734
113.555742,22.800872
113.555692,22.800883
113.555829,22.800852
113.555275,22.800727
113.555972,22.799858
113.55607,22.799976
113.555843,22.799731
113.556299,22.800594
113.555401,22.800983
113.580224,22.729894
113.555138,22.799103
113.556256,22.800518
113.555777,22.800862
113.555922,22.799769
113.555902,22.800279
113.555912,22.800329
113.556429,22.800821
113.556472,22.800896
113.556324,22.800362
113.556175,22.800559
113.556288,22.801089
113.556117,22.800448
113.555964,22.800411
113.556059,22.800338
113.556771,22.800886
113.556682,22.80066
